Date,Type,Month,Sett_PC,Change,Vol,OI,Delta
2026-04-16,OPT,DEC26,0.44,-,127.0,-1598.0,-22.0
2026-04-16,OPT,MAR27,4.67,-,17.0,99.0,-12.0
2026-04-16,OPT,JUN27,0.00,-,0.0,10.0,0.0
2026-04-16,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-04-16,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-04-16,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-04-17,ALL,JUN26,26825.50,+338.25,786292.7,282757.8,2451.8
2026-04-17,RET,JUN26,26825.50,+338.25,190230.7,19055.8,1426.8000000000002
2026-04-17,ALL,SEP26,27068.00,+339.25,1120.0,1309.6,34.6
2026-04-17,RET,SEP26,27068.00,+339.25,453.0,298.6,19.6
2026-04-17,ALL,DEC26,27286.00,+339.00,6.6000000000000005,37.5,2.6
2026-04-17,RET,DEC26,27286.00,+339.00,6.6000000000000005,21.5,3.6
2026-04-17,ALL,MAR27,0.00,+0.00,0.0,0.7000000000000001,0.0
2026-04-17,RET,MAR27,0.00,+0.00,0.0,0.7000000000000001,0.0
2026-04-17,ALL,DEC29,30030.75,+339.00,0.0,1.0,0.0
2026-04-17,RET,DEC29,30030.75,+339.00,0,0,0
2026-04-17,OPT,APR26,1.05,-,59673.4,-7855.099999999999,8697.0
2026-04-17,OPT,MAY26,0.93,-,13344.3,-5794.9,-812.3999999999999
2026-04-17,OPT,JUN26,1.06,-,6050.0,-5109.0,-194.0
2026-04-17,OPT,JUL26,4.20,-,130.0,-119.0,-64.0
2026-04-17,OPT,AUG26,1.12,-,34.0,4.0,-6.0
2026-04-17,OPT,SEP26,0.61,-,2700.0,-1267.0,-58.0
2026-04-17,OPT,DEC26,5.61,-,304.0,-1745.0,-149.0
2026-04-17,OPT,MAR27,0.04,-,255.0,331.0,232.0
2026-04-17,OPT,JUN27,0.00,-,0.0,10.0,0.0
2026-04-17,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-04-17,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-04-17,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-04-20,ALL,JUN26,26748.75,-76.75,665032.5,290992.6,8334.5
2026-04-20,RET,JUN26,26748.75,-76.75,170552.5,20791.600000000002,1730.5
2026-04-20,ALL,SEP26,26991.50,-76.50,792.9,1290.3,-19.200000000000003
2026-04-20,RET,SEP26,26991.50,-76.50,201.9,289.3,-9.200000000000001
2026-04-20,ALL,DEC26,27209.50,-76.50,26.6,34.7,-2.8000000000000003
2026-04-20,RET,DEC26,27209.50,-76.50,10.600000000000001,18.7,-2.8000000000000003
2026-04-20,ALL,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-04-20,RET,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-04-20,ALL,DEC29,29954.25,-76.50,0.0,1.0,0.0
2026-04-20,RET,DEC29,29954.25,-76.50,0,0,0
2026-04-20,OPT,APR26,1.08,-,25272.199999999997,-7712.799999999998,141.19999999999953
2026-04-20,OPT,MAY26,1.62,-,6000.3,-6589.200000000001,-794.3
2026-04-20,OPT,JUN26,0.34,-,4743.0,-4614.0,475.0
2026-04-20,OPT,JUL26,0.73,-,140.0,-116.0,3.0
2026-04-20,OPT,AUG26,7.00,-,40.0,-25.0,-29.0
2026-04-20,OPT,SEP26,1.23,-,777.0,-1527.0,-261.0
2026-04-20,OPT,DEC26,1.52,-,58.0,-1765.0,-20.0
2026-04-20,OPT,MAR27,17.00,-,18.0,315.0,-16.0
2026-04-20,OPT,JUN27,0.00,-,0.0,10.0,0.0
2026-04-20,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-04-20,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-04-20,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-04-21,ALL,JUN26,26634.75,-114.00,820502.6,288856.7,-2001.3999999999999
2026-04-21,RET,JUN26,26634.75,-114.00,210936.6,22283.7,1495.6000000000001
2026-04-21,ALL,SEP26,26878.25,-113.25,862.8,1369.8,93.2
2026-04-21,RET,SEP26,26878.25,-113.25,231.8,290.8,15.200000000000001
2026-04-21,ALL,DEC26,27096.00,-113.50,18.9,35.0,0.30000000000000004
2026-04-21,RET,DEC26,27096.00,-113.50,2.9000000000000004,19.0,0.30000000000000004
2026-04-21,ALL,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-04-21,RET,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-04-21,ALL,DEC29,29840.75,-113.50,0.0,1.0,0.0
2026-04-21,RET,DEC29,29840.75,-113.50,0,0,0
2026-04-21,OPT,APR26,1.44,-,14160.1,-8987.899999999998,-1275.1
2026-04-21,OPT,MAY26,1.86,-,5883.599999999999,-7474.000000000002,-891.1999999999999
2026-04-21,OPT,JUN26,0.69,-,3971.0,-4206.0,408.0
2026-04-21,OPT,JUL26,1.38,-,243.0,-185.0,-69.0
2026-04-21,OPT,AUG26,6.57,-,53.0,-62.0,-37.0
2026-04-21,OPT,SEP26,1.07,-,859.0,-1418.0,109.0
2026-04-21,OPT,DEC26,0.61,-,122.0,-1756.0,9.0
2026-04-21,OPT,MAR27,0.00,-,12.0,304.0,-11.0
2026-04-21,OPT,JUN27,0.00,-,0.0,10.0,0.0
2026-04-21,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-04-21,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-04-21,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-04-22,ALL,JUN26,27083.00,+448.25,670046.9,292904.1,4043.9
2026-04-22,RET,JUN26,27083.00,+448.25,161029.90000000002,22789.100000000002,503.90000000000003
2026-04-22,ALL,SEP26,27328.50,+450.25,903.5,1405.4,86.3
2026-04-22,RET,SEP26,27328.50,+450.25,237.5,301.40000000000003,10.3
2026-04-22,ALL,DEC26,27546.00,+450.00,9.0,42.3,7.300000000000001
2026-04-22,RET,DEC26,27546.00,+450.00,9.0,25.3,6.300000000000001
2026-04-22,ALL,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-04-22,RET,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-04-22,ALL,DEC29,30290.75,+450.00,0.0,1.0,0.0
2026-04-22,RET,DEC29,30290.75,+450.00,0,0,0
2026-04-22,OPT,APR26,1.37,-,13779.7,-9771.900000000001,-828.1000000000001
2026-04-22,OPT,MAY26,1.70,-,9071.4,-9207.300000000001,-1732.6
2026-04-22,OPT,JUN26,0.93,-,7523.0,-3507.0,699.0
2026-04-22,OPT,JUL26,0.93,-,372.0,-270.0,-85.0
2026-04-22,OPT,AUG26,1.00,-,28.0,-68.0,-6.0
2026-04-22,OPT,SEP26,1.18,-,1101.0,-1244.0,174.0
2026-04-22,OPT,DEC26,0.97,-,122.0,-1759.0,-3.0
2026-04-22,OPT,MAR27,0.00,-,10.0,314.0,10.0
2026-04-22,OPT,JUN27,0.00,-,0.0,10.0,0.0
2026-04-22,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-04-22,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-04-22,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-04-23,ALL,JUN26,26934.00,-149.00,873276.0,292591.3,-46.799999999999955
2026-04-23,RET,JUN26,26934.00,-149.00,230181.0,23202.300000000003,402.20000000000005
2026-04-23,ALL,SEP26,27178.50,-150.00,1218.0,1501.7,97.1
2026-04-23,RET,SEP26,27178.50,-150.00,387.0,299.7,-0.9
2026-04-23,ALL,DEC26,27396.50,-149.50,18.700000000000003,35.7,-6.6000000000000005
2026-04-23,RET,DEC26,27396.50,-149.50,12.700000000000001,18.7,-6.6000000000000005
2026-04-23,ALL,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-04-23,RET,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-04-23,ALL,DEC29,30141.25,-149.50,0.0,1.0,0.0
2026-04-23,RET,DEC29,30141.25,-149.50,0,0,0
2026-04-23,OPT,APR26,1.21,-,26583.100000000002,-11002.700000000006,-1230.800000000001
2026-04-23,OPT,MAY26,1.34,-,8745.8,-9831.9,-624.6
2026-04-23,OPT,JUN26,0.66,-,5140.0,-3296.0,211.0
2026-04-23,OPT,JUL26,11.83,-,77.0,-284.0,-14.0
2026-04-23,OPT,AUG26,8.53,-,143.0,-179.0,-111.0
2026-04-23,OPT,SEP26,0.93,-,3347.0,-1679.0,-435.0
2026-04-23,OPT,DEC26,1.92,-,114.0,-1738.0,21.0
2026-04-23,OPT,MAR27,0.00,-,5.0,310.0,-4.0
2026-04-23,OPT,JUN27,0.00,-,0.0,10.0,0.0
2026-04-23,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-04-23,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-04-23,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-04-24,ALL,JUN26,27435.00,+501.00,729483.2,301041.9,9167.7
2026-04-24,RET,JUN26,27435.00,+501.00,187603.2,24331.9,1131.7
2026-04-24,ALL,SEP26,27684.00,+505.50,1171.2,1592.5,346.2
2026-04-24,RET,SEP26,27684.00,+505.50,349.20000000000005,325.5,256.2
2026-04-24,ALL,DEC26,27900.50,+504.00,11.0,40.0,4.3
2026-04-24,RET,DEC26,27900.50,+504.00,4.0,19.0,0.30000000000000004
2026-04-24,ALL,MAR27,0.00,+0.00,0.0,0.7000000000000001,1.2000000000000002
2026-04-24,RET,MAR27,0.00,+0.00,0.0,0.7000000000000001,1.2000000000000002
2026-04-24,ALL,JUN27,28352.50,+0.00,0.0,1.0,1.0
2026-04-24,RET,JUN27,28352.50,+0.00,0,0,0
2026-04-24,ALL,DEC29,30645.25,+504.00,0.0,1.0,0.0
2026-04-24,RET,DEC29,30645.25,+504.00,0,0,0
2026-04-24,OPT,APR26,1.11,-,55527.20000000001,-5281.199999999999,5784.1
2026-04-24,OPT,MAY26,1.42,-,13120.200000000003,-10968.9,-1136.9999999999998
2026-04-24,OPT,JUN26,0.63,-,9962.0,-3174.0,122.0
2026-04-24,OPT,JUL26,2.58,-,583.0,-354.0,-70.0
2026-04-24,OPT,AUG26,6.67,-,69.0,-228.0,-49.0
2026-04-24,OPT,SEP26,0.54,-,3081.0,-2419.0,-740.0
2026-04-24,OPT,DEC26,0.10,-,997.0,-902.0,836.0
2026-04-24,OPT,MAR27,4.00,-,5.0,307.0,-3.0
2026-04-24,OPT,JUN27,0.00,-,0.0,10.0,0.0
2026-04-24,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-04-24,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-04-24,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-04-27,ALL,JUN26,27440.50,+5.50,603722.6,299683.1,-40.89999999999998
2026-04-27,RET,JUN26,27440.50,+5.50,160634.6,25194.100000000002,878.1
2026-04-27,ALL,SEP26,27689.50,+5.50,844.4,1630.5,77.2
2026-04-27,RET,SEP26,27689.50,+5.50,207.4,329.5,43.2
2026-04-27,ALL,DEC26,27906.00,+5.50,24.1,41.400000000000006,1.4000000000000001
2026-04-27,RET,DEC26,27906.00,+5.50,3.1,20.400000000000002,1.4000000000000001
2026-04-27,ALL,MAR27,0.00,+0.00,0.0,0.7000000000000001,0.0
2026-04-27,RET,MAR27,0.00,+0.00,0.0,0.7000000000000001,0.0
2026-04-27,ALL,JUN27,28358.00,+5.50,0.0,1.0,0.0
2026-04-27,RET,JUN27,28358.00,+5.50,0,0,0
2026-04-27,ALL,DEC29,30650.75,+5.50,0.0,1.0,0.0
2026-04-27,RET,DEC29,30650.75,+5.50,0,0,0
2026-04-27,OPT,APR26,0.91,-,10539.100000000002,-4946.199999999999,228.0999999999999
2026-04-27,OPT,MAY26,1.67,-,8884.4,-12813.700000000003,-1844.8000000000002
2026-04-27,OPT,JUN26,0.42,-,5631.0,-3741.0,-568.0
2026-04-27,OPT,JUL26,0.40,-,179.0,-316.0,38.0
2026-04-27,OPT,AUG26,15.00,-,48.0,-261.0,-33.0
2026-04-27,OPT,SEP26,1.76,-,1719.0,-2029.0,390.0
2026-04-27,OPT,DEC26,1.50,-,1057.0,-759.0,143.0
2026-04-27,OPT,MAR27,3.62,-,60.0,314.0,7.0
2026-04-27,OPT,JUN27,0.00,-,0.0,10.0,0.0
2026-04-27,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-04-27,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-04-27,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-04-28,ALL,JUN26,27168.75,-271.75,805467.3,302005.8,3245.0
2026-04-28,RET,JUN26,27168.75,-271.75,204354.30000000002,26106.800000000003,904.0
2026-04-28,ALL,SEP26,27416.75,-272.75,950.1,1683.2,44.8
2026-04-28,RET,SEP26,27416.75,-272.75,267.1,329.20000000000005,-8.200000000000001
2026-04-28,ALL,DEC26,27634.00,-272.00,23.0,41.2,-0.2
2026-04-28,RET,DEC26,27634.00,-272.00,2.0,20.200000000000003,-0.2
2026-04-28,ALL,MAR27,0.00,+0.00,0.0,0.6000000000000001,-1.2000000000000002
2026-04-28,RET,MAR27,0.00,+0.00,0.0,0.6000000000000001,-1.2000000000000002
2026-04-28,ALL,JUN27,28086.00,-272.00,0.0,1.0,0.0
2026-04-28,RET,JUN27,28086.00,-272.00,0,0,0
2026-04-28,ALL,DEC29,30378.75,-272.00,0.0,1.0,0.0
2026-04-28,RET,DEC29,30378.75,-272.00,0,0,0
2026-04-28,OPT,APR26,0.89,-,10487.9,-4098.799999999999,917.3999999999999
2026-04-28,OPT,MAY26,0.96,-,11591.199999999999,-13041.1,-198.39999999999998
2026-04-28,OPT,JUN26,0.22,-,10558.0,-4974.0,-1233.0
2026-04-28,OPT,JUL26,2.71,-,178.0,-323.0,-7.0
2026-04-28,OPT,AUG26,0.46,-,105.0,-210.0,51.0
2026-04-28,OPT,SEP26,1.97,-,718.0,-2210.0,-181.0
2026-04-28,OPT,DEC26,3.71,-,325.0,-781.0,-22.0
2026-04-28,OPT,MAR27,0.08,-,195.0,487.0,173.0
2026-04-28,OPT,JUN27,0.00,-,0.0,10.0,0.0
2026-04-28,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-04-28,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-04-28,OPT,DEC29,0.00,-,0.0,-1.0,0.0
